model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Ngang,Sâu,Khối lượng máy,Công suất đầu ra,Độ ồn,Số lượng,Dòng sản phẩm,Loại sản phẩm,Bảng điều khiển,Công nghệ,Công nghệ sấy,Chương trình,Dài ống cấp nước,Dài ống xả nước,Tiêu thụ nước,Chất liệu cửa,Khay chén,giá gốc,giá khuyến mãi,khuyến mãi quà
178536,3053859000006,200263,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Có ngăn chứa muỗng, đũa, dao, kéo | Công nghệ Smarttouch kết nối với điện thoại thông minh | Ghi nhớ chương trình sử dụng gần nhất | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chức năng rửa nhanh | Chức năng tự làm mềm nước | Cảm biến độ bẩn của nước - Junger Super AI Cleaning",84,60,60,44,2150W,43 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2018,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,,,,150,167,~ 10 lít/lần rửa,Thép không gỉ,,,,
178535,3053859000005,200262,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,Công nghệ Smarttouch kết nối với điện thoại thông minh | Ghi nhớ chương trình sử dụng gần nhất | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chức năng rửa nhanh | Chức năng tự làm mềm nước | Cảm biến độ bẩn của nước - Junger Super AI Cleaning,84,60,60,44,2150W,43 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2018,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,,,,150,150,~ 10 lít/lần rửa,Thép không gỉ,,,,
178534,3053859000004,200256,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Có ngăn chứa muỗng, đũa, dao, kéo | Công nghệ Smarttouch kết nối với điện thoại thông minh | Ghi nhớ chương trình sử dụng gần nhất | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chức năng rửa nhanh | Chức năng tự làm mềm nước | Cảm biến độ bẩn của nước - Junger Super AI Cleaning",85,60,60,39,2150W,54 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2018,Máy rửa chén độc lập,Nút nhấn | Tiếng Anh,,,Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa diệt khuẩn | Rửa tự động | Rửa vết bẩn dính cứng,146,166,~ 11 lít/lần rửa,Thép không gỉ,,,,
178533,3053859000003,200077,39,315,Electrolux,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Cửa máy bằng kính theo dõi quá trình rửa | Đèn báo chu kỳ rửa | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ",60,55,52,22,1480W,60 dB,2 - 3 bữa ăn Việt (8 bộ Châu Âu),2017,Máy rửa chén mini,Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,"Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa sơ, tráng chén đĩa | Rửa tự động | Rửa vết bẩn dính cứng | Rửa nhanh",158,154,~ 8 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178531,3053859000002,200032,39,133,Bosch,Đức,Thép không gỉ,"Có ngăn chứa muỗng, đũa, dao, kéo | Sấy khô kĩ hơn, vệ sinh máy | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chức năng rửa nhanh | Đèn LED báo hết muối, hết nước làm bóng | Cảm biến độ bẩn của nước - Junger Super AI Cleaning | ComfortLift - Xếp dỡ chén đĩa dễ dàng",,,,,2400W,44 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2017,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,VarioSpeed - tiết kiệm 50% thời gian rửa,,,,,~ 6.5 lít/lần rửa,Thép không gỉ,,,,
178530,3053859000001,200030,39,133,Bosch,Tây Ban Nha,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chức năng rửa nhanh | Đèn LED báo hết muối, hết nước làm bóng | Cảm biến độ bẩn của nước - Junger Super AI Cleaning",,,,,2400W,48 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2017,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,VarioSpeed - tiết kiệm 50% thời gian rửa,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,
179479,3053859000096,303932,39,368,Galanz,Trung Quốc,Sơn tĩnh điện,Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đồng hồ LED hiển thị thời gian rửa | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước,84,60,60,43,1850W,49 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư | Sấy tăng cường,Rửa nhẹ | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Toàn phần | Xả trước | Rửa nhanh,157,159,~ 11 lít/lần rửa,Thép không gỉ,Khay dưới | Khay trên,,,
179210,3053859000073,284853,39,347,Hafele,Thổ Nhĩ Kỳ,Thép không gỉ,Khoá trẻ em | Đèn báo hết muối | Tự động hé cửa ở cuối chương trình | Đồng hồ LED hiển thị thời gian rửa | Hẹn giờ bắt đầu rửa | Cài đặt máy theo độ cứng của nước | Rửa bán tải Half load,82,59,57,36,1900W,44 dB,4 - 5 bữa ăn Việt (15 bộ Châu Âu),2019,Máy rửa chén bán âm,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Turbo Fan - Quạt sấy khô chuyên dụng,Rửa chuyên sâu | Rửa nhanh 50 phút | Rửa nhẹ | Rửa kép | Rửa tiêu chuẩn (tiết kiệm) | Rửa diệt khuẩn | Rửa nhanh 30 phút | Rửa nhanh 14 phút,150,182,~ 9 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,19040000,19040000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179207,3053859000072,284525,39,315,Electrolux,Ý,Kim loại sơn tĩnh điện,"Khoá trẻ em | An toàn cho đồ thủy tinh với khay SoftGrips và SoftSpikes | TimeBeam - Hiển thị thời gian còn lại của chu trình | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Beam-on-Floor - Chiếu trạng thái hoạt động xuống sàn | Extra Hygiene - Khử trùng chén dĩa | Giá đỡ linh hoạt FlexiShelves | ComfortLift - Xếp dỡ chén đĩa dễ dàng | Động cơ Inverter BLDC | FlexiWash - 2 chế độ rửa riêng biệt",85,60,61,46,2200W,42 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2020,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng | Biểu tượng chương trình hoạt động,Rửa bằng nước nóng,Sấy bằng thanh nhiệt | AirDry,Rửa chuyên sâu | Rửa tiết kiệm ECO | Rửa ly tách dễ vỡ | Rửa hỗn hợp FlexiWash | Xả trước | Rửa nhanh 30 phút | Rửa tự động AutoFlex,,,~ 11 lít/lần rửa,Thép không gỉ,"Khay dao kéo | Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,
179205,3053859000069,284322,39,133,Bosch,Tây Ban Nha,Thép không gỉ,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chức năng tự làm mềm nước | Đèn LED báo hết muối, hết nước làm bóng | Hệ thống lọc 3 lớp tối ưu lượng nước sử dụng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng tăng tốc độ rửa SpeedPerfect | Extra Dry - Sấy tăng cường",45,55,50,23,2400W,46 dB,~2 bữa ăn Việt (6 bộ Châu Âu),2021,Máy rửa chén mini,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Vario Speed Plus: tiết kiệm 65% thời gian rửa | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa thường | Xả trước | Rửa tự động | Rửa nhanh,,,~ 8 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178825,3053859000029,233222,39,133,Bosch,Đức,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Hệ thống lọc 3 lớp tối ưu lượng nước sử dụng",,,,,2400W,44 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),Đang cập nhật,Máy rửa chén độc lập,Tiếng Anh | Cảm ứng,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,
178824,3053859000028,233221,39,133,Bosch,Đức,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Hệ thống lọc 3 lớp tối ưu lượng nước sử dụng | ComfortLift - Xếp dỡ chén đĩa dễ dàng",,,,,2400W,44 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),Đang cập nhật,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,
178823,3053859000027,233220,39,133,Bosch,Đức,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Hệ thống lọc 3 lớp tối ưu lượng nước sử dụng | ComfortLift - Xếp dỡ chén đĩa dễ dàng",,,,,2400W,44 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),Đang cập nhật,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,
178822,3053859000026,233219,39,133,Bosch,Đức,Thép không gỉ,"Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh",,,,,2400W,44 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),Đang cập nhật,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,
178821,3053859000025,233218,39,133,Bosch,Đức,Thép không gỉ,"Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Hệ thống lọc 3 lớp tối ưu lượng nước sử dụng",,,,,2400W,46 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),Đang cập nhật,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,
178820,3053859000024,233217,39,133,Bosch,Đức,Thép không gỉ,"Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | ComfortLift - Xếp dỡ chén đĩa dễ dàng",,,,,2400W,48 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),Đang cập nhật,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178778,3053859000020,229478,39,185,Beko,Thổ Nhĩ Kỳ,Sơn tĩnh điện,"Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước | Rửa bán tải Half load",85,59,60,41,1800W,49 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2020,Máy rửa chén độc lập,Nút nhấn | Biểu tượng chương trình hoạt động,Rửa bằng nước nóng,Sấy khô bằng quạt,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa sơ | Rửa nhanh,,,~ 11.5 lít/lần rửa,Sơn tĩnh điện,"Khung xương khay dưới có thể gập xuống | Khung xương khay trên có thể gập xuống | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178777,3053859000019,229471,39,185,Beko,Thổ Nhĩ Kỳ,Thép không gỉ,Tăng tốc Fast+ | Rửa nhanh Quick&Shine | Chương trình tự làm sạch khoang rửa. | Chức năng làm sáng bóng SteamGloss | Vòi rửa tăng cường AquaIntense | Rửa bán tải Half load | Rửa hỗn hợp AquaFlex,85,59,60,47,1800W,43 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2020,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Biểu tượng chương trình hoạt động,,,,,,~ 9.5 lít/lần rửa,Thép không gỉ,,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178395,4842053000770,152390,39,378,Teka,,,,,,,,,,,,,,,,,,,,,,,,
180809,1753859000016,339290,39,315,Electrolux,Ba Lan,Thép không gỉ được sơn tĩnh điện,"Rửa tăng cường | Tự ngắt nguồn nước khi có rò rỉ | Tùy chọn Glass Care (Rửa ly/ đồ thủy tinh) | Chức năng tự làm mềm nước | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Hẹn giờ bắt đầu rửa | Extra Hygiene - Khử trùng chén dĩa | Tự ngắt khi áp lực nước đầu vào yếu | Tự động căn chỉnh thời gian/lượng nước | Động cơ Inverter BLDC | Tự kích hoạt lại chương trình khi có điện | Rửa bán tải Half load",85,59,62,40,1950W,46 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2025,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Rửa bằng nước nóng,AirDry (nhiệt sẵn làm bốc hơi nước + tự động hé cửa),Vệ sinh máy | Rửa 60 phút | Rửa 160 phút | Rửa tiết kiệm ECO | Rửa sơ | Rửa nhanh 30 phút | Rửa 90 phút | Rửa tự động,150,169,~ 9.9 lít/lần rửa (Chương trình Eco),Thép không gỉ,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",20290000,13490000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180809,1753859000015,339192,39,315,Electrolux,Ba Lan,Thép sơn tĩnh điện,"Rửa tăng cường | Tự ngắt nguồn nước khi có rò rỉ | Tùy chọn Glass Care (Rửa ly/ đồ thủy tinh) | Chức năng tự làm mềm nước | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Hẹn giờ bắt đầu rửa | Extra Hygiene - Khử trùng chén dĩa | Tự ngắt khi áp lực nước đầu vào yếu | Tự động căn chỉnh thời gian/lượng nước | Động cơ Inverter BLDC | Tự kích hoạt lại chương trình khi có điện | Rửa bán tải Half load",85,59,62,40,1950W,46 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2025,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Rửa bằng nước nóng,AirDry (nhiệt sẵn làm bốc hơi nước + tự động hé cửa),Vệ sinh máy | Rửa 60 phút | Rửa 160 phút | Rửa tiết kiệm ECO | Rửa sơ | Rửa nhanh 30 phút | Rửa 90 phút | Rửa tự động,154,163,~ 9.9 lít/lần rửa (Chương trình Eco),Thép sơn tĩnh điện,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",15690000,14090000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180806,3053859000041,249684,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chống tràn và rò rỉ | Chức năng Adddish | Kết nối Wifi – Bluetooth, giúp điều khiển bằng điện thoại | Có 4 ngăn rổ bằng kim loại cực lớn, linh động có thể điều chỉnh",84,59,56,46,2150W,43 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Sấy ngưng tụ,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa chén bát ít bẩn | Rửa sơ | Rửa yên tĩnh ban đêm | Rửa tự động | Rửa nhanh,148,165,~ 10 lít/lần rửa,Thép không gỉ,"Khung xương khay dưới có thể gập xuống | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180806,3053859000042,249685,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chống tràn và rò rỉ | Chức năng Adddish | Kết nối Wifi – Bluetooth, giúp điều khiển bằng điện thoại | Có 4 ngăn rổ bằng kim loại cực lớn, linh động có thể điều chỉnh",84,59,56,45,2150W,43 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng | Biểu tượng chương trình hoạt động,Rửa bằng nước nóng,Sấy ngưng tụ,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa chén bát ít bẩn | Rửa sơ | Rửa yên tĩnh ban đêm | Rửa tự động | Rửa nhanh,148,165,~ 10 lít/lần rửa,Thép không gỉ,"Khung xương khay dưới có thể gập xuống | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180805,3053859000009,206205,39,11,Toshiba,Trung Quốc,Thép không gỉ,Hệ thống lưới lọc giúp lọc cặn thức ăn | Có 2 chế độ cấp nước (tự động hoặc bằng tay),,,,,730W,58 dB,~2 bữa ăn Việt (8 bộ Châu Âu),2019,Máy rửa chén mini,Màn hình hiển thị | Tiếng Anh | Cảm ứng,,,,,,~ 5 lít/lần rửa,"Nhựa acrylic bên ngoài, thủy tinh bên trong",,,,
180805,3053859000010,206206,39,11,Toshiba,Trung Quốc,Thép không gỉ,Hệ thống lưới lọc giúp lọc cặn thức ăn | Có 2 chế độ cấp nước (tự động hoặc bằng tay),43,42,43,,730W,58 dB,~2 bữa ăn Việt (8 bộ Châu Âu),2019,Máy rửa chén mini,Màn hình hiển thị | Tiếng Anh | Cảm ứng,,,,188,157,~ 5 lít/lần rửa,"Nhựa acrylic bên ngoài, thủy tinh bên trong",,,,
180805,3053859000011,206207,39,11,Toshiba,Trung Quốc,Thép không gỉ,Hệ thống lưới lọc giúp lọc cặn thức ăn | Có 2 chế độ cấp nước (tự động hoặc bằng tay),43,42,43,,730W,58 dB,Hãng không công bố,2019,Máy rửa chén mini,Màn hình hiển thị | Tiếng Anh | Cảm ứng,,,,188,157,~ 5 lít/lần rửa,"Nhựa acrylic bên ngoài, thủy tinh bên trong",,,,
