model_code,sku,productidweb,category_code,brand_id,brand,Công nghệ làm lạnh,Sản xuất tại,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Khối lượng máy,Bảo hành bộ phận,Loại máy,Công suất đầu ra,Nhãn năng lượng,Dài ống đồng,Cao lắp đặt,Chất liệu dàn tản nhiệt,Độ ồn,Dòng điện vào,Kích thước ống đồng,Số lượng,Dài phụ kiện chính,Độ dày phụ kiện chính,Khối lượng phụ kiện chính,Cao phụ kiện phụ,Dài phụ kiện phụ,Độ dày phụ kiện phụ,Khối lượng phụ kiện phụ,Dòng điện hoạt động,"Chuẩn chống nước, bụi",Loại Inverter,Chế độ gió,Dòng sản phẩm,Phạm vi sử dụng,Loại Gas,Bảo hành động cơ,Cao phụ kiện chính,Cao phụ kiện chính 2,Dài phụ kiện chính 2,Độ dày phụ kiện chính 2,giá gốc,giá khuyến mãi,khuyến mãi quà
181113,1751098000014,324878,36,6,Daikin,Powerful,Việt Nam,2,Econo | Inverter | Mắt thần thông minh,"Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Máng nước có thể tháo rời (dễ vệ sinh dàn lạnh) | Chế độ làm lạnh dễ chịu | Remote có đèn nền | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Chức năng chống ẩm mốc bảo vệ sức khỏe | Tự động vận hành lạnh sưởi theo nhiệt độ phòng | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.60),Tối thiểu 2.5m - Tối đa 30m,20m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 31/46 dB - Dàn nóng: 45/51 dB,Dàn nóng,6/16,Khoảng 7000 trang A4,99,28,13,59,84,30,39,1 pha,Không,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Từ 40 - 50m² (từ 120 - 150m³),R-32,Máy nén 5 năm,29,,,,37290000,37290000,"Tặng Thêm 1 Năm Bảo Hành - Khách hàng đăng ký qua app Daikin VietNam Xem chi tiết | Tặng Tủ lạnh Aqua AQR-D100FA(BS) Hoặc Giảm 2,700,000Đ | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181113,1751098000012,324876,36,6,Daikin,Powerful,Việt Nam,1,Econo | Inverter | Mắt thần thông minh,"Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Máng nước có thể tháo rời (dễ vệ sinh dàn lạnh) | Chế độ làm lạnh dễ chịu | Remote có đèn nền | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Chức năng chống ẩm mốc bảo vệ sức khỏe | Tự động vận hành lạnh sưởi theo nhiệt độ phòng | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 6.30),Tối thiểu 2.5m - Tối đa 30m,20m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 28/44 dB - Dàn nóng: 44/47 dB,Dàn nóng,6/12,Khoảng 7000 trang A4,99,28,13,59,84,30,36,1 pha,Không,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 5 năm,29,,,,23390000,23390000,"Tặng Thêm 1 Năm Bảo Hành - Khách hàng đăng ký qua app Daikin VietNam Xem chi tiết | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181113,1751098000013,324877,36,6,Daikin,Powerful,Việt Nam,1,Econo | Inverter | Mắt thần thông minh,"Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Máng nước có thể tháo rời (dễ vệ sinh dàn lạnh) | Chế độ làm lạnh dễ chịu | Remote có đèn nền | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Chức năng chống ẩm mốc bảo vệ sức khỏe | Tự động vận hành lạnh sưởi theo nhiệt độ phòng | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.80),Tối thiểu 2.5m - Tối đa 30m,20m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 30/44 dB - Dàn nóng: 44/47 dB,Dàn nóng,6/12,Khoảng 7000 trang A4,99,28,13,59,84,30,36,1 pha,Không,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 5 năm,29,,,,33390000,33390000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181112,1751098000028,323088,36,2,Samsung,Fast Cooling,Thái Lan,1,Eco | Digital Inverter Boost,"Chức năng làm sạch sâu Freeze Wash | Chế độ ngủ ngon Good Sleep | Làm lạnh thông minh AI Auto Cooling | Chế độ Wind-Free cho hơi lạnh thoải mái | Hẹn giờ bật, tắt máy | Điều khiển bằng điện thoại, có Wi-Fi | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng khử ẩm | Chức năng tự làm sạch Auto Clean | Bộ ba Triple Protector Plus bảo vệ tối ưu cho hiệu suất bền bỉ | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.30),Tối thiểu 3m - Tối đa 30m,15m,Ống dẫn gas bằng Nhôm - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 30 - 45 dB - Dàn nóng: 52 dB,Dàn nóng,6/12,Khoảng 7000 trang A4,105,21,11,63,96,36,35,1 pha,Bộ lọc Copper Anti-bacteria Filter,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 10 năm,29,,,,26590000,25590000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181112,1751098000007,323089,36,2,Samsung,Fast Cooling,Thái Lan,1,Eco | Digital Inverter Boost,"Chức năng làm sạch sâu Freeze Wash | Chế độ ngủ ngon Good Sleep | Làm lạnh thông minh AI Auto Cooling | Chế độ Wind-Free cho hơi lạnh thoải mái | Hẹn giờ bật, tắt máy | Điều khiển bằng điện thoại, có Wi-Fi | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng khử ẩm | Chức năng tự làm sạch Auto Clean | Bộ ba Triple Protector Plus bảo vệ tối ưu cho hiệu suất bền bỉ | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.20),Tối thiểu 3m - Tối đa 30m,15m,Ống dẫn gas bằng Nhôm - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 27 - 43 dB - Dàn nóng: 52 dB,Dàn nóng,6/12,Khoảng 7000 trang A4,88,21,10,54,73,32,25,1 pha,Bộ lọc Copper Anti-bacteria Filter,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 10 năm,29,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181109,1751098000008,322750,36,7,Panasonic,Powerful,Malaysia,0,Inverter | ECO tích hợp A.I,"Nắp dàn lạnh có thể tháo rời, dễ dàng vệ sinh | Chế độ ngủ đêm Sleep cho người già, trẻ nhỏ | Hẹn giờ bật, tắt máy | Điều khiển bằng điện thoại, có Wi-Fi | Hoạt động siêu êm Quiet | Chức năng khử ẩm | Dàn nóng phủ lớp BlueFin chống ăn mòn | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 6.46),Tối thiểu 3m - Tối đa 15m,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,Dàn lạnh: 26 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,76,21,8,54,85,32,24,1 pha,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 12 năm - Yêu cầu kích hoạt điện tử thành công,29,,,,13490000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181109,1751098000009,322751,36,7,Panasonic,Powerful,Malaysia,1,Inverter | ECO tích hợp A.I,"Nắp dàn lạnh có thể tháo rời, dễ dàng vệ sinh | Chế độ ngủ đêm Sleep cho người già, trẻ nhỏ | Hẹn giờ bật, tắt máy | Điều khiển bằng điện thoại, có Wi-Fi | Hoạt động siêu êm Quiet | Chức năng khử ẩm | Dàn nóng phủ lớp BlueFin chống ăn mòn | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.79),Tối thiểu 3m - Tối đa 20m,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,Dàn lạnh: 30 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,76,21,8,54,86,32,24,1 pha,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 12 năm - Yêu cầu kích hoạt điện tử thành công,29,,,,16290000,16290000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181109,1751098000010,323085,36,7,Panasonic,Powerful,Malaysia,1,Inverter | ECO tích hợp A.I,"Nắp dàn lạnh có thể tháo rời, dễ dàng vệ sinh | Chế độ ngủ đêm Sleep cho người già, trẻ nhỏ | Hẹn giờ bật, tắt máy | Điều khiển bằng điện thoại, có Wi-Fi | Hoạt động siêu êm Quiet | Chức năng khử ẩm | Dàn nóng phủ lớp BlueFin chống ăn mòn | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 6.62),Tối thiểu 3m - Tối đa 30m,20m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,Dàn lạnh: 37 dB - Dàn nóng: 50 dB,Dàn lạnh,6/12,Khoảng 7000 trang A4,106,24,12,61,91,36,34,1 pha,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2024,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 12 năm - Yêu cầu kích hoạt điện tử thành công,28,,,,24890000,24890000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181111,1751098000006,322937,36,6,Daikin,Powerful,Việt Nam,1,Inverter,"Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Dàn nóng được trang bị thêm bo mạch để bảo vệ khi điện áp thay đổi | Chức năng chống ẩm mốc bảo vệ sức khỏe | Vỏ dàn nóng cải tiến chống thằn lằn xâm nhập, bảo vệ bo mạch | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.28),Tối thiểu 2.5m - Tối đa 15m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ sơn tĩnh điện,Dàn lạnh: 20/37 dB - Dàn nóng: 40/47 dB,Dàn nóng,6/10,Khoảng 7000 trang A4,77,24,9,55,67,28,24,1 pha,"Lưới lọc bụi, phin lọc chống mốc",Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 5 năm,28,,,,13890000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181111,1751098000005,322936,36,6,Daikin,Powerful,Việt Nam,0,Inverter,"Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Dàn nóng được trang bị thêm bo mạch để bảo vệ khi điện áp thay đổi | Chức năng chống ẩm mốc bảo vệ sức khỏe | Vỏ dàn nóng cải tiến chống thằn lằn xâm nhập, bảo vệ bo mạch | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.23),Tối thiểu 2.5m - Tối đa 15m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ sơn tĩnh điện,Dàn lạnh: 19/36 dB - Dàn nóng: 40/46 dB,Dàn nóng,6/10,Khoảng 7000 trang A4,77,24,9,41,75,26,19,1 pha,"Lưới lọc bụi, phin lọc chống mốc",Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 5 năm,28,,,,10790000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181110,1751098000001,322932,36,6,Daikin,Powerful,Việt Nam,0,Inverter,"Luồng gió 3D | Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Dàn nóng được trang bị thêm bo mạch để bảo vệ khi điện áp thay đổi | Chức năng chống ẩm mốc kết hợp công nghệ Streamer | Vỏ dàn nóng cải tiến chống thằn lằn xâm nhập, bảo vệ bo mạch | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.38),Tối thiểu 2.5m - Tối đa 15m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ sơn tĩnh điện,Dàn lạnh: 19/36 dB - Dàn nóng: 40/46 dB,Dàn nóng,6/10,Khoảng 7000 trang A4,77,24,9,41,77,26,19,1 pha,"Lưới lọc bụi, phin lọc chống mốc | Streamer vô hiệu hóa vi khuẩn",Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2024,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 5 năm,28,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181110,1751098000002,322933,36,6,Daikin,Powerful,Việt Nam,1,Inverter,"Luồng gió 3D | Luồng gió thoải mái Coanda | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Dàn nóng được trang bị thêm bo mạch để bảo vệ khi điện áp thay đổi | Chức năng chống ẩm mốc kết hợp công nghệ Streamer | Vỏ dàn nóng cải tiến chống thằn lằn xâm nhập, bảo vệ bo mạch | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.38),Tối thiểu 2.5m - Tối đa 15m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ sơn tĩnh điện,Dàn lạnh: 20/37 dB - Dàn nóng: 40/47 dB,Dàn nóng,6/10,Khoảng 7000 trang A4,77,24,9,55,67,28,22,1 pha,"Lưới lọc bụi, phin lọc chống mốc | Streamer vô hiệu hóa vi khuẩn",Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2024,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 5 năm,28,,,,,,"Tặng Thêm 1 Năm Bảo Hành - Khách hàng đăng ký qua app Daikin VietNam Xem chi tiết | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
